chr	1	100120.62726176117
chr	2	100092.99442033478
chr	3	99886.36363636365
chr	4	100078.92659826361
chr	5	100082.71298593878
chr	6	100043.97537379069
chr	7	100141.37606032046
chr	8	100000.0
chr	9	100162.8664495114
chr	10	100112.23344556679
chr	11	100166.85205784204
chr	12	100225.47914317925
chr	13	79303.5479632063
chr	14	77848.10126582278
chr	15	75184.09425625921
chr	16	100250.0
chr	17	100000.0
chr	18	100280.8988764045
chr	19	100256.41025641025
chr	20	100116.82242990653
chr	21	84516.12903225808
chr	22	69230.76923076923
