chr	22	ctcf	40	33	0.825	2438.770526549348
chr	22	smc3	40	25	0.625	2438.770526549348
chr	22	rad21	40	24	0.6	2438.770526549348
chr	22	polr2a	40	23	0.575	2438.770526549348
chr	22	H3K9me3	40	3	0.075	2438.770526549348
chr	22	h3k4me3	40	21	0.525	2438.770526549348
chr	22	H3K4me1	40	22	0.5641025641025641	2438.770526549348
chr	22	H3K36me3	40	22	0.5641025641025641	2438.770526549348
chr	21	ctcf	38	22	0.5945945945945946	861.5848539278692
chr	21	smc3	38	18	0.4864864864864865	861.5848539278692
chr	21	rad21	38	17	0.4473684210526316	861.5848539278692
chr	21	polr2a	38	11	0.2894736842105263	861.5848539278692
chr	21	H3K9me3	38	6	0.15789473684210525	861.5848539278692
chr	21	h3k4me3	38	13	0.34210526315789475	861.5848539278692
chr	21	H3K4me1	38	13	0.34210526315789475	861.5848539278692
chr	21	H3K36me3	38	8	0.21052631578947367	861.5848539278692
chr	20	ctcf	70	51	0.7285714285714285	1996.5939664485843
chr	20	smc3	70	44	0.6285714285714286	1996.5939664485843
chr	20	rad21	70	45	0.6428571428571429	1996.5939664485843
chr	20	polr2a	70	23	0.32857142857142857	1996.5939664485843
chr	20	H3K9me3	70	5	0.07142857142857142	1996.5939664485843
chr	20	h3k4me3	70	25	0.35714285714285715	1996.5939664485843
chr	20	H3K4me1	70	29	0.4142857142857143	1996.5939664485843
chr	20	H3K36me3	70	22	0.3188405797101449	1996.5939664485843
chr	19	ctcf	63	53	0.8412698412698413	1483.178086987677
chr	19	smc3	63	49	0.7777777777777778	1483.178086987677
chr	19	rad21	63	46	0.7301587301587301	1483.178086987677
chr	19	polr2a	63	43	0.6935483870967742	1483.178086987677
chr	19	H3K9me3	63	5	0.07936507936507936	1483.178086987677
chr	19	h3k4me3	63	44	0.7457627118644068	1483.178086987677
chr	19	H3K4me1	63	42	0.6774193548387096	1483.178086987677
chr	19	H3K36me3	63	33	0.532258064516129	1483.178086987677
chr	18	ctcf	76	43	0.5657894736842105	1232.5413793176338
chr	18	smc3	76	34	0.4473684210526316	1232.5413793176338
chr	18	rad21	76	37	0.4868421052631579	1232.5413793176338
chr	18	polr2a	76	23	0.3026315789473684	1232.5413793176338
chr	18	H3K9me3	76	7	0.09210526315789473	1232.5413793176338
chr	18	h3k4me3	76	23	0.3026315789473684	1232.5413793176338
chr	18	H3K4me1	76	27	0.36	1232.5413793176338
chr	18	H3K36me3	76	18	0.23684210526315788	1232.5413793176338
chr	17	ctcf	107	78	0.7289719626168224	2411.044039364143
chr	17	smc3	107	60	0.5607476635514018	2411.044039364143
chr	17	rad21	107	62	0.5794392523364486	2411.044039364143
chr	17	polr2a	107	52	0.5048543689320388	2411.044039364143
chr	17	H3K9me3	107	10	0.09345794392523364	2411.044039364143
chr	17	h3k4me3	107	58	0.5686274509803921	2411.044039364143
chr	17	H3K4me1	107	57	0.5588235294117647	2411.044039364143
chr	17	H3K36me3	107	46	0.4423076923076923	2411.044039364143
chr	16	ctcf	86	86	1.0	501.33092221624975
chr	16	smc3	86	52	0.6046511627906976	501.33092221624975
chr	16	rad21	86	50	0.5813953488372093	501.33092221624975
chr	16	polr2a	86	44	0.5176470588235295	501.33092221624975
chr	16	H3K9me3	86	5	0.05813953488372093	501.33092221624975
chr	16	h3k4me3	86	42	0.525	501.33092221624975
chr	16	H3K4me1	86	47	0.5595238095238095	501.33092221624975
chr	16	H3K36me3	86	33	0.39285714285714285	501.33092221624975
chr	15	ctcf	104	72	0.6923076923076923	1838.1586340141628
chr	15	smc3	104	55	0.5339805825242718	1838.1586340141628
chr	15	rad21	104	62	0.6019417475728155	1838.1586340141628
chr	15	polr2a	104	37	0.36633663366336633	1838.1586340141628
chr	15	H3K9me3	104	7	0.0673076923076923	1838.1586340141628
chr	15	h3k4me3	104	41	0.41414141414141414	1838.1586340141628
chr	15	H3K4me1	104	51	0.5204081632653061	1838.1586340141628
chr	15	H3K36me3	104	28	0.27184466019417475	1838.1586340141628
chr	14	ctcf	90	67	0.7528089887640449	1162.942895476476
chr	14	smc3	90	52	0.5777777777777777	1162.942895476476
chr	14	rad21	90	59	0.6629213483146067	1162.942895476476
chr	14	polr2a	90	37	0.4111111111111111	1162.942895476476
chr	14	H3K9me3	90	12	0.13333333333333333	1162.942895476476
chr	14	h3k4me3	90	44	0.4888888888888889	1162.942895476476
chr	14	H3K4me1	90	46	0.5111111111111111	1162.942895476476
chr	14	H3K36me3	90	28	0.3111111111111111	1162.942895476476
chr	13	ctcf	86	51	0.5930232558139535	1007.3822974247664
chr	13	smc3	86	32	0.37209302325581395	1007.3822974247664
chr	13	rad21	86	39	0.45348837209302323	1007.3822974247664
chr	13	polr2a	86	22	0.2558139534883721	1007.3822974247664
chr	13	H3K9me3	86	8	0.09302325581395349	1007.3822974247664
chr	13	h3k4me3	86	23	0.27058823529411763	1007.3822974247664
chr	13	H3K4me1	86	26	0.3023255813953488	1007.3822974247664
chr	13	H3K36me3	86	15	0.1744186046511628	1007.3822974247664
chr	12	ctcf	157	120	0.7643312101910829	1625.6363180897777
chr	12	smc3	157	100	0.6369426751592356	1625.6363180897777
chr	12	rad21	157	106	0.6751592356687898	1625.6363180897777
chr	12	polr2a	157	61	0.3961038961038961	1625.6363180897777
chr	12	H3K9me3	157	21	0.1337579617834395	1625.6363180897777
chr	12	h3k4me3	157	72	0.48322147651006714	1625.6363180897777
chr	12	H3K4me1	157	109	0.7124183006535948	1625.6363180897777
chr	12	H3K36me3	157	91	0.5909090909090909	1625.6363180897777
