22	euclidean	0.5059790645638321	0.5156838013428127
22	manhattan	0.5104696536826702	0.5626495982984271
22	chebyshev	0.5181462383573735	0.4954952196716645
21	euclidean	0.5320063069328064	0.6182543765644225
21	manhattan	0.5736462930704067	0.654796486168537
21	chebyshev	0.47697212142911244	0.5061174712338004
20	euclidean	0.5271436702229859	0.6365637567588954
20	manhattan	0.639959832805867	0.78533290265552
20	chebyshev	0.46462108826027954	0.5198052346563539
19	euclidean	0.5144767507834117	0.6345049565719644
19	manhattan	0.6348384731545089	0.7353322324285573
19	chebyshev	0.4668232035357547	0.5693742902234864
18	euclidean	0.5533315487482687	0.6780112081837257
18	manhattan	0.6674061056086404	0.7998871538037549
18	chebyshev	0.4584490403975745	0.5525963289340764
17	euclidean	0.4892007392007392	0.567124339095215
17	manhattan	0.5779885654885655	0.6764821697485777
17	chebyshev	0.4514711827211827	0.5023681612448369
16	euclidean	0.6129094471503768	0.7280011605786659
16	manhattan	0.7336641873092113	0.8293969627612637
16	chebyshev	0.5005153214463396	0.6125350451889644
15	euclidean	0.5006755522218697	0.5789079299524313
15	manhattan	0.5601419380896057	0.6265820477810166
15	chebyshev	0.4915462212349383	0.505687367924939
14	euclidean	0.49161309074863874	0.5707966364399418
14	manhattan	0.5622974077383076	0.6573990446844057
14	chebyshev	0.47919304971474574	0.49389471400947965
13	euclidean	0.5237615467173841	0.641347824163109
13	manhattan	0.5972339859528316	0.7654537961784752
13	chebyshev	0.47622736904547136	0.5130681904185571
12	euclidean	0.5513622308016028	0.6634708918969126
12	manhattan	0.6825729884628756	0.7779951883525359
12	chebyshev	0.4660922266213833	0.561379575854786
11	euclidean	0.582342916007477	0.6983408715832473
11	manhattan	0.6953407886050373	0.8039257522438172
11	chebyshev	0.4657959014549262	0.5443971670234747
10	euclidean	0.5825858094799045	0.7043390002970777
10	manhattan	0.7119919533967562	0.8126827868136486
10	chebyshev	0.47861056396071694	0.5699305231344178
9	euclidean	0.6094213879570739	0.7302016739459968
9	manhattan	0.6915592586001582	0.7999677327039266
9	chebyshev	0.48610038620128093	0.5911483759820454
8	euclidean	0.5564506262366812	0.6794527782387529
8	manhattan	0.6137905819685743	0.7262214549673153
8	chebyshev	0.4452398956513724	0.5459602997740807
7	euclidean	0.6141418045020073	0.7342066019228499
7	manhattan	0.6996764358344506	0.7995391667197904
7	chebyshev	0.4832538260128098	0.5925576032807266
6	euclidean	0.5116342062354563	0.6264233030345759
6	manhattan	0.6127947878042441	0.7258330544581837
6	chebyshev	0.4369909107361729	0.5373351118141924
5	euclidean	0.6055814539594193	0.7213470733801456
5	manhattan	0.6863229858645575	0.7888288846617519
5	chebyshev	0.47089340763531	0.5531438449290165
4	euclidean	0.529829586672028	0.6465781300668514
4	manhattan	0.5663215012622442	0.6650629267555309
4	chebyshev	0.4416302916495673	0.5313020665030589
3	euclidean	0.5822040228385864	0.701967729674841
3	manhattan	0.6780609342849835	0.7768013183814048
3	chebyshev	0.45372590387892037	0.5524358003077965
2	euclidean	0.6110047054727358	0.7349355288386135
2	manhattan	0.7423150509823486	0.8411114756288378
2	chebyshev	0.4712096920086761	0.5848648879927025
1	euclidean	0.5852489657041696	0.7055208519964323
1	manhattan	0.6967643370940594	0.796197764474807
1	chebyshev	0.48642200012249115	0.5898824209619835
