chr	1	791886.7924528301
chr	2	987914.691943128
chr	3	917500.0000000001
chr	4	647413.7931034483
chr	5	1055369.1275167787
chr	6	493164.0625
chr	7	1014074.074074074
chr	8	724695.1219512195
chr	9	987704.9180327869
chr	10	890310.0775193799
chr	11	899609.375
chr	12	633030.303030303
chr	13	1258750.0
chr	14	824056.6037735849
chr	15	812264.1509433961
chr	16	775510.2040816327
chr	17	457196.9696969697
chr	18	1007462.6865671641
chr	19	557407.4074074074
chr	20	868032.7868852458
chr	21	704464.2857142857
chr	22	632258.064516129
