chr	1	348073.5551663748
chr	2	233830.5489260143
chr	3	239836.7952522255
chr	4	326303.31753554504
chr	5	403717.9487179487
chr	6	263383.2976445396
chr	7	308775.9815242494
chr	8	269385.0267379679
chr	9	327972.02797202795
chr	10	240888.88888888888
chr	11	375967.7419354839
chr	12	375081.4332247557
chr	13	315849.05660377356
chr	14	534437.0860927153
chr	15	469551.282051282
chr	16	262248.9959839358
chr	17	265401.78571428574
chr	18	252542.37288135593
chr	19	352919.70802919706
chr	20	240256.41025641025
chr	21	486718.75
chr	22	513076.9230769231
