chr	1	317425.0832408435
chr	2	251995.43899657924
chr	3	275761.421319797
chr	4	246056.1497326203
chr	5	277760.73619631905
chr	6	275712.0253164557
chr	8	284124.0875912409
chr	9	431934.731934732
chr	11	297270.955165692
chr	12	311881.1881188119
chr	13	413704.8192771085
chr	14	431957.18654434255
chr	15	480782.31292517006
chr	16	402666.6666666666
chr	17	363087.24832214764
chr	18	397244.094488189
chr	19	372750.0
chr	20	391055.04587155965
chr	21	451700.6802721088
chr	22	453726.7080745342
chr	1	158712.54162042175
chr	2	125997.71949828962
chr	3	137880.7106598985
chr	4	123028.07486631015
chr	5	138880.36809815952
chr	6	137856.01265822785
chr	8	142062.04379562044
chr	9	215967.365967366
chr	11	148635.477582846
chr	12	155940.59405940594
chr	13	206852.40963855424
chr	14	215978.59327217127
chr	15	240391.15646258503
chr	16	201333.3333333333
chr	17	181543.62416107382
chr	18	198622.0472440945
chr	19	186375.0
chr	20	195527.52293577982
chr	21	225850.3401360544
chr	22	226863.3540372671
