chr	8	euclidean	0.08255405268353845	0.6151036109842111	0.20878390130101165	0.08568205362001438	0.08342279445443522	0.6719780989510792
chr	8	manhattan	0.08091999388838263	0.6222334511899815	0.21729250282153673	0.08693273197534729	0.08181831982172183	0.6872822671101064
chr	8	chebyshev	0.022127247185624532	0.5103009941437529	0.04559315743755087	0.019954914835700124	0.022894690542097855	0.49529836851957915
chr	9	euclidean	0.008119799618374921	0.503729655444905	0.020441682479395176	0.010817934050617933	0.009186802903456895	0.589994889039986
chr	9	manhattan	0.025271715449160754	0.5087040972770445	0.036211934380163166	0.037375303457384476	0.026466455738957385	0.6337677282130494
chr	9	chebyshev	0.006110115839842646	0.5026211461860304	0.0025865980820134657	0.00644980464748054	0.006957461966123887	0.47293224325676997
chr	10	euclidean	0.0010429071963545208	0.6014115083190142	0.016860054201853894	0.0021375874079076485	0.00243682138054387	0.7259174282386455
chr	10	manhattan	0.006354454177200209	0.673582275121188	0.035892649226520607	0.008500154836837574	0.008067781502499745	0.7920421714306083
chr	10	chebyshev	0.002225788443636072	0.46848413729516786	0.021865068075535222	0.0024121501001557353	0.003265580603754971	0.5796425756757335
chr	11	euclidean	9.488852922785599e-05	0.632390722957832	0.019919113947771207	0.0013047898405171346	0.001813391240057044	0.768465699186375
chr	11	manhattan	0.007115071368062867	0.7607810907548291	0.07403223121327482	0.0082643841800863	0.009568854375676958	0.8594388770388867
chr	11	chebyshev	0.0017135694836925093	0.43468123629952005	0.011494294910826342	0.001846154977209505	0.002893001097076303	0.5998236194340058
chr	12	euclidean	0.010381732896089105	0.5624909041519291	0.04427032892999095	0.00830946694929571	0.01174162792913104	0.7055984214780591
chr	12	manhattan	0.041913897485455286	0.6636885300124281	0.10342457375992985	0.03326535243736441	0.0434802267882776	0.7853455873298443
chr	12	chebyshev	0.004390525462290119	0.4391716127906273	0.013019351202398012	0.003665670132049783	0.0055299890304069	0.5927125007111109
chr	13	euclidean	0.004675329151379012	0.5081709938509239	-0.026712650827242078	0.007177250441735311	0.006073099982767244	0.6198115812306245
chr	13	manhattan	0.006231341126268247	0.5507497530890623	0.015384634230732391	0.0414885350510815	0.008460125592931848	0.7336281008120678
chr	13	chebyshev	0.025502872134496844	0.4787071804452653	-0.03905119414108633	0.024208086741496677	0.026560844458155545	0.49384656192434134
chr	14	euclidean	0.02089570566264644	0.4887117397468891	-0.030293860474523315	0.023028681948364344	0.022175325417865054	0.5507456471703567
chr	14	manhattan	0.0032915024970525597	0.5105379712342517	0.008463030166461029	0.005442238945231686	0.004725495213807783	0.6036228501475427
chr	14	chebyshev	0.017146136794719255	0.48982229006243505	-0.01752609707818076	0.01661880387658676	0.018255531689014053	0.4764479488091992
chr	15	euclidean	0.011078123608475154	0.49668811124253526	0.0013818178413998478	0.013779789332869745	0.012434088789391937	0.5625250606953147
chr	15	manhattan	0.009537708874447425	0.49446335670118957	-0.0034825252094124095	0.01195016073189919	0.010884947679438692	0.5566844216010975
chr	15	chebyshev	0.020185159202537002	0.4988638221350335	-0.0022790220749977093	0.020514346140805228	0.021352159176973463	0.4920097490831384
chr	16	euclidean	0.006870991924314569	0.5292148564900406	0.03234533904286056	0.00906455108868833	0.008427913075131237	0.6063877972058274
chr	16	manhattan	0.02050335488000078	0.5553162869830662	0.058423378608686384	0.03114277877562477	0.022364746649101125	0.6800788076523625
chr	16	chebyshev	0.006160775423153914	0.49814693110416375	0.0031092692120535366	0.0068690057978612554	0.007481313801933865	0.5052677411416001
chr	17	euclidean	0.019307577058479672	0.5368430930930931	0.07924256494133587	0.018932676889847427	0.020762208000303563	0.5635247170903859
chr	17	manhattan	0.04240851881679391	0.5955330330330331	0.1594671895556414	0.0455459447314384	0.04403889861421208	0.6634879991828198
chr	17	chebyshev	0.006072758282408608	0.4841678216678217	0.003813708078901261	0.006377353384419054	0.00743264025588937	0.47104754166484036
chr	18	euclidean	0.039043898400925446	0.5402870078327766	0.030237945411651507	0.04343117743477097	0.040830705657285	0.6306377365411258
chr	18	manhattan	0.20317311719837677	0.6545260568817092	0.2052974926118298	0.40906374616909974	0.20538976005485948	0.7850293954326579
chr	18	chebyshev	0.01531598774997955	0.4847600315018059	-0.011466942652444526	0.014805272087619439	0.01680028683516228	0.5015902655979689
chr	19	euclidean	0.022470112609090372	0.501336964523159	-0.027650782712611063	0.021097120702224664	0.024910932597524676	0.6043320797351829
chr	19	manhattan	0.005690240663602758	0.5535673239469404	0.03381250345917528	0.007368369578655329	0.00833151570864205	0.658745685387816
chr	19	chebyshev	0.007042681481283308	0.4555281082606659	-0.011549366697133568	0.007260168794378325	0.00923694832515044	0.5307269644232756
chr	3	euclidean	0.004744597508564842	0.6155177174647489	0.04329678764473028	0.004375461220509419	0.005752519925599572	0.7479411166006665
chr	3	manhattan	0.012072016902840634	0.6614967239836969	0.08669852875553317	0.010397499426568719	0.013148219426645543	0.7828767639846504
chr	3	chebyshev	-0.00035253911639755064	0.4356128231002096	-0.0025505247921705824	0.00027485022666907526	0.00040760582592448295	0.5850453876910031
chr	4	euclidean	0.13571594983963847	0.6369462395901127	0.2647243385405967	0.1367246581662355	0.13630487106075348	0.6741692596615214
chr	4	manhattan	0.10508080029172691	0.6209771580092053	0.24041447901941077	0.10097123350291257	0.10566020480303032	0.6417571972911668
chr	4	chebyshev	0.04281768685881162	0.5295436990732488	0.07874466932017535	0.0381141316661217	0.04337741465334306	0.5017175150906437
chr	5	euclidean	0.007106517716122761	0.6629331973002907	0.04818263950405454	0.0062991908144157515	0.00837358471867285	0.789930784478004
