chr	1	397658.07962529274
chr	2	362026.72605790646
chr	3	361285.7142857143
chr	4	300644.3298969072
chr	5	375562.70096463023
chr	6	283516.4835164835
chr	7	389260.5633802817
chr	8	323928.5714285714
chr	9	418589.7435897436
chr	10	354980.0796812749
chr	11	316129.0322580645
chr	12	338293.65079365077
chr	13	482456.14035087725
chr	14	490268.4563758389
chr	15	527816.9014084507
chr	16	465073.5294117647
chr	17	287709.4972067039
chr	18	410074.62686567166
chr	19	357142.85714285716
chr	20	351282.05128205125
chr	21	438157.89473684214
chr	22	490666.6666666666
